                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    156,                 2.0466,                 1.0473,                 0.9646,                0.67729,                0.06542,                0.09941,                0.02528,                    nan,                    nan,                    nan,               0.006931,               0.006931,               0.006931
                    157,                   2.23,                 1.0087,                0.92862,                  0.516,                0.07477,                0.09396,                0.02715,                    nan,                    nan,                    nan,              0.0069112,              0.0069112,              0.0069112
                    158,                 2.2617,                  1.039,                0.94487,                0.45553,                0.07477,                0.08602,                0.02123,                    nan,                    nan,                    nan,              0.0068914,              0.0068914,              0.0068914
                    159,                 2.0724,                 1.0444,                0.91383,                0.50831,                0.08411,                0.09432,                0.03287,                    nan,                    nan,                    nan,              0.0068716,              0.0068716,              0.0068716
                    160,                 1.9543,                  1.103,                 0.8787,                0.49536,                0.07477,                 0.0846,                0.02909,                    nan,                    nan,                    nan,              0.0068518,              0.0068518,              0.0068518
                    161,                 2.0254,                 1.0399,                0.95123,                0.51871,                0.08411,                0.08086,                0.02127,                    nan,                    nan,                    nan,               0.006832,               0.006832,               0.006832
                    162,                 2.1697,                 1.0497,                0.93158,                0.49554,                0.07477,                0.08069,                 0.0263,                    nan,                    nan,                    nan,              0.0068122,              0.0068122,              0.0068122
                    163,                 2.0725,                0.98502,                0.89265,                0.63461,                0.08411,                0.09739,                0.03126,                    nan,                    nan,                    nan,              0.0067924,              0.0067924,              0.0067924
                    164,                 2.0594,                 0.9711,                0.90435,                0.51986,                0.06542,                0.06357,                0.02134,                    nan,                    nan,                    nan,              0.0067726,              0.0067726,              0.0067726
                    165,                 2.0271,                0.91783,                 0.9345,                0.38986,                0.07477,                0.07674,                0.02261,                    nan,                    nan,                    nan,              0.0067528,              0.0067528,              0.0067528
                    166,                 2.0603,                0.98874,                0.90803,                0.65878,                0.07477,                0.09586,                0.02541,                    nan,                    nan,                    nan,               0.006733,               0.006733,               0.006733
                    167,                 2.2235,                 1.0696,                0.95253,                0.54281,                0.08411,                 0.1103,                0.03901,                    nan,                    nan,                    nan,              0.0067132,              0.0067132,              0.0067132
                    168,                 2.0697,                0.94816,                0.95259,                0.77863,                0.08411,                0.11746,                 0.0401,                    nan,                    nan,                    nan,              0.0066934,              0.0066934,              0.0066934
                    169,                 1.9328,                0.97287,                0.95064,                0.69992,                0.08411,                0.10914,                0.04049,                    nan,                    nan,                    nan,              0.0066736,              0.0066736,              0.0066736
                    170,                 2.1302,                 1.0696,                0.95009,                0.59237,                0.08162,                0.11232,                0.03819,                    nan,                    nan,                    nan,              0.0066538,              0.0066538,              0.0066538
                    171,                 1.8353,                0.94591,                0.95004,                0.66112,                0.07477,                0.12354,                 0.0496,                    nan,                    nan,                    nan,               0.006634,               0.006634,               0.006634
                    172,                 1.9755,                0.92971,                0.91143,                0.81487,                0.08241,                0.12337,                  0.053,                    nan,                    nan,                    nan,              0.0066142,              0.0066142,              0.0066142
                    173,                 2.0132,                0.92044,                0.92531,                0.58251,                0.08411,                0.12933,                0.04914,                    nan,                    nan,                    nan,              0.0065944,              0.0065944,              0.0065944
                    174,                 2.0482,                 1.0423,                0.92049,                0.50006,                0.07477,                0.11194,                0.04646,                    nan,                    nan,                    nan,              0.0065746,              0.0065746,              0.0065746
                    175,                 1.9452,                0.92702,                0.90645,                0.46844,                0.05775,                0.10905,                 0.0532,                    nan,                    nan,                    nan,              0.0065548,              0.0065548,              0.0065548
                    176,                 2.0756,                0.96594,                0.94059,                0.51005,                0.05607,                0.10792,                0.04593,                    nan,                    nan,                    nan,               0.006535,               0.006535,               0.006535
                    177,                 2.0691,                 1.0467,                0.89943,                0.41709,                0.06542,                0.08928,                0.03588,                    nan,                    nan,                    nan,              0.0065152,              0.0065152,              0.0065152
                    178,                 2.1652,                 1.0481,                0.95853,                0.44143,                0.08411,                0.09863,                0.04616,                    nan,                    nan,                    nan,              0.0064954,              0.0064954,              0.0064954
                    179,                 1.9701,                 1.0261,                0.91148,                0.75852,                0.07477,                0.10048,                0.04655,                    nan,                    nan,                    nan,              0.0064756,              0.0064756,              0.0064756
                    180,                 1.8806,                0.94457,                0.96102,                0.71663,                0.07477,                0.10218,                 0.0445,                    nan,                    nan,                    nan,              0.0064558,              0.0064558,              0.0064558
                    181,                  1.906,                0.93005,                0.91316,                0.82755,                0.06542,                0.08259,                0.03615,                    nan,                    nan,                    nan,               0.006436,               0.006436,               0.006436
                    182,                  2.067,                0.99404,                0.90073,                0.51043,                0.08411,                0.10976,                0.04485,                    nan,                    nan,                    nan,              0.0064162,              0.0064162,              0.0064162
                    183,                 1.9151,                0.96042,                0.89864,                0.75709,                0.07477,                0.11284,                0.05139,                    nan,                    nan,                    nan,              0.0063964,              0.0063964,              0.0063964
                    184,                 1.9971,                0.94473,                0.92092,                0.74613,                0.07477,                0.12208,                0.05481,                    nan,                    nan,                    nan,              0.0063766,              0.0063766,              0.0063766
                    185,                 2.1955,                 1.0317,                0.90128,                0.12088,                 0.1028,                  0.109,                0.04695,                    nan,                    nan,                    nan,              0.0063568,              0.0063568,              0.0063568
                    186,                 2.0524,                0.99436,                0.93134,                0.15493,                 0.1028,                0.13101,                 0.0487,                    nan,                    nan,                    nan,               0.006337,               0.006337,               0.006337
                    187,                  1.874,                0.90806,                 0.9155,                0.08434,                0.06542,                0.08455,                0.02049,                    nan,                    nan,                    nan,              0.0063172,              0.0063172,              0.0063172
                    188,                 1.9883,                0.92039,                0.94611,                0.45158,                0.05607,                0.08459,                0.02566,                    nan,                    nan,                    nan,              0.0062974,              0.0062974,              0.0062974
                    189,                 1.9454,                0.98111,                0.90194,                 0.4051,                0.05607,                0.09425,                0.03426,                    nan,                    nan,                    nan,              0.0062776,              0.0062776,              0.0062776
                    190,                 2.1003,                 1.0103,                0.94169,                0.67214,                0.06542,                0.10732,                0.03865,                    nan,                    nan,                    nan,              0.0062578,              0.0062578,              0.0062578
                    191,                 2.1056,                0.91681,                0.90729,                0.54892,                0.08411,                 0.1035,                0.02416,                    nan,                    nan,                    nan,               0.006238,               0.006238,               0.006238
                    192,                 1.9834,                0.99229,                0.93743,                 0.4072,                0.07477,                0.08351,                0.02037,                    nan,                    nan,                    nan,              0.0062182,              0.0062182,              0.0062182
                    193,                 1.7927,                0.87032,                0.91988,                0.61122,                0.07477,                0.09249,                0.03078,                    nan,                    nan,                    nan,              0.0061984,              0.0061984,              0.0061984
                    194,                 1.7756,                0.86884,                0.89679,                0.74712,                0.08293,                0.13859,                0.04276,                    nan,                    nan,                    nan,              0.0061786,              0.0061786,              0.0061786
                    195,                  1.757,                0.89517,                0.89529,                0.47584,                0.06542,                0.10434,                0.04016,                    nan,                    nan,                    nan,              0.0061588,              0.0061588,              0.0061588
                    196,                 1.9405,                0.93491,                 0.9052,                0.48264,                0.05607,                0.11073,                 0.0352,                    nan,                    nan,                    nan,               0.006139,               0.006139,               0.006139
                    197,                 2.0193,                0.92796,                0.90149,                0.50745,                0.06542,                0.11248,                0.03319,                    nan,                    nan,                    nan,              0.0061192,              0.0061192,              0.0061192
                    198,                 1.9234,                0.91685,                0.93343,                 0.9758,                0.08411,                0.13959,                0.05173,                    nan,                    nan,                    nan,              0.0060994,              0.0060994,              0.0060994
                    199,                  1.984,                  0.911,                0.89226,                0.74449,                0.08185,                0.13958,                0.04731,                    nan,                    nan,                    nan,              0.0060796,              0.0060796,              0.0060796
                    200,                 1.8155,                0.85296,                0.89405,                0.74236,                0.08097,                0.13487,                0.05366,                    nan,                    nan,                    nan,              0.0060598,              0.0060598,              0.0060598
                    201,                 1.9779,                0.94349,                 0.9348,                0.70572,                0.08411,                0.13663,                0.04999,                    nan,                    nan,                    nan,                0.00604,                0.00604,                0.00604
                    202,                 1.8602,                0.83791,                0.91339,                0.75342,                0.08411,                0.13806,                0.05972,                    nan,                    nan,                    nan,              0.0060202,              0.0060202,              0.0060202
                    203,                 1.9109,                0.91126,                0.92393,                0.67502,                0.08411,                 0.1277,                0.05946,                    nan,                    nan,                    nan,              0.0060004,              0.0060004,              0.0060004
                    204,                 1.8902,                0.88517,                0.95469,                0.62745,                0.07887,                0.12871,                0.05425,                    nan,                    nan,                    nan,              0.0059806,              0.0059806,              0.0059806
                    205,                 1.8919,                0.86434,                0.91682,                0.56736,                0.07477,                 0.1153,                0.04953,                    nan,                    nan,                    nan,              0.0059608,              0.0059608,              0.0059608
                    206,                 2.0231,                0.96704,                0.95062,                0.52243,                0.06153,                0.12247,                0.05471,                    nan,                    nan,                    nan,               0.005941,               0.005941,               0.005941
                    207,                 2.0018,                0.90349,                0.91195,                0.52545,                0.06542,                0.09193,                0.03697,                    nan,                    nan,                    nan,              0.0059212,              0.0059212,              0.0059212
                    208,                 1.8928,                0.89904,                0.93493,                0.51359,                0.06542,                0.11564,                0.04679,                    nan,                    nan,                    nan,              0.0059014,              0.0059014,              0.0059014
                    209,                 1.8215,                0.86044,                0.90147,                0.94932,                0.07477,                0.12839,                0.05083,                    nan,                    nan,                    nan,              0.0058816,              0.0058816,              0.0058816
                    210,                 1.8244,                0.92955,                0.93579,                0.95759,                0.07477,                0.13028,                 0.0502,                    nan,                    nan,                    nan,              0.0058618,              0.0058618,              0.0058618
                    211,                 1.9326,                0.78752,                0.86981,                 0.6378,                0.08239,                0.13647,                0.04908,                    nan,                    nan,                    nan,               0.005842,               0.005842,               0.005842
                    212,                 1.9445,                0.90061,                0.87955,                0.66046,                0.07285,                 0.1116,                0.03755,                    nan,                    nan,                    nan,              0.0058222,              0.0058222,              0.0058222
                    213,                 1.9518,                0.95561,                0.93079,                0.66858,                0.07477,                0.11533,                0.03953,                    nan,                    nan,                    nan,              0.0058024,              0.0058024,              0.0058024
                    214,                 1.7531,                0.91273,                0.94615,                0.73362,                0.07477,                0.12525,                0.04673,                    nan,                    nan,                    nan,              0.0057826,              0.0057826,              0.0057826
                    215,                 1.8951,                0.84437,                0.90386,                0.84278,                0.08411,                0.14276,                0.05725,                    nan,                    nan,                    nan,              0.0057628,              0.0057628,              0.0057628
                    216,                 2.0966,                0.98101,                0.88972,                0.81751,                0.08377,                 0.1393,                0.05249,                    nan,                    nan,                    nan,               0.005743,               0.005743,               0.005743
                    217,                 1.9524,                0.84385,                 0.9231,                0.62233,                0.07477,                0.14799,                0.06568,                    nan,                    nan,                    nan,              0.0057232,              0.0057232,              0.0057232
                    218,                 1.9956,                 0.9259,                0.91424,                0.62255,                 0.0772,                 0.1342,                0.05755,                    nan,                    nan,                    nan,              0.0057034,              0.0057034,              0.0057034
                    219,                 1.9622,                0.84567,                0.88607,                 0.6044,                0.08411,                0.13207,                0.04884,                    nan,                    nan,                    nan,              0.0056836,              0.0056836,              0.0056836
                    220,                 1.8438,                0.79698,                0.92368,                0.58824,                0.07477,                 0.1048,                0.03677,                    nan,                    nan,                    nan,              0.0056638,              0.0056638,              0.0056638
                    221,                 1.8403,                 0.9527,                0.96429,                0.98013,                0.08411,                0.12994,                0.04633,                    nan,                    nan,                    nan,               0.005644,               0.005644,               0.005644
                    222,                 1.8198,                0.82183,                0.91953,                0.75352,                0.08411,                0.14792,                0.05189,                    nan,                    nan,                    nan,              0.0056242,              0.0056242,              0.0056242
                    223,                 1.8693,                0.86231,                0.90683,                0.97006,                0.08411,                0.14135,                0.07697,                    nan,                    nan,                    nan,              0.0056044,              0.0056044,              0.0056044
                    224,                 1.8091,                0.84861,                0.89133,                0.95643,                0.08411,                0.13211,                0.05256,                    nan,                    nan,                    nan,              0.0055846,              0.0055846,              0.0055846
                    225,                 1.8733,                0.90287,                0.88999,                0.88536,                0.08411,                0.13276,                0.05278,                    nan,                    nan,                    nan,              0.0055648,              0.0055648,              0.0055648
                    226,                 1.8546,                0.98305,                0.93327,                0.93464,                0.08411,                0.13728,                0.06177,                    nan,                    nan,                    nan,               0.005545,               0.005545,               0.005545
                    227,                 1.8695,                0.86495,                0.89294,                0.73007,                0.08411,                0.12701,                0.05837,                    nan,                    nan,                    nan,              0.0055252,              0.0055252,              0.0055252
                    228,                 1.7907,                0.85817,                0.88586,                0.70298,                0.08411,                0.12342,                0.05314,                    nan,                    nan,                    nan,              0.0055054,              0.0055054,              0.0055054
                    229,                 1.8493,                0.85199,                0.90325,                0.69269,                0.08411,                0.12873,                0.06971,                    nan,                    nan,                    nan,              0.0054856,              0.0054856,              0.0054856
                    230,                 1.9364,                0.93002,                0.89086,                0.71599,                0.08411,                0.12006,                0.05362,                    nan,                    nan,                    nan,              0.0054658,              0.0054658,              0.0054658
                    231,                 1.7633,                0.87567,                0.91642,                0.71309,                0.08411,                0.11662,                0.05121,                    nan,                    nan,                    nan,               0.005446,               0.005446,               0.005446
                    232,                 1.9246,                0.88281,                 0.9095,                0.75471,                0.08411,                0.11385,                0.04575,                    nan,                    nan,                    nan,              0.0054262,              0.0054262,              0.0054262
                    233,                 1.7836,                 0.8349,                0.85044,                0.61634,                0.09346,                0.10926,                0.04075,                    nan,                    nan,                    nan,              0.0054064,              0.0054064,              0.0054064
                    234,                 1.9032,                0.85318,                0.89342,                0.62904,                0.09346,                 0.1125,                0.04199,                    nan,                    nan,                    nan,              0.0053866,              0.0053866,              0.0053866
                    235,                 1.7215,                0.86896,                0.86906,                0.74407,                0.09346,                0.13879,                0.05893,                    nan,                    nan,                    nan,              0.0053668,              0.0053668,              0.0053668
                    236,                 1.8762,                0.87266,                 0.9085,                0.94126,                0.08411,                0.13985,                0.05978,                    nan,                    nan,                    nan,               0.005347,               0.005347,               0.005347
                    237,                 1.9783,                0.85714,                0.85431,                0.97828,                0.08411,                0.15243,                0.05334,                    nan,                    nan,                    nan,              0.0053272,              0.0053272,              0.0053272
                    238,                 1.6651,                0.78744,                0.84536,                0.81235,                0.08111,                0.15367,                0.06319,                    nan,                    nan,                    nan,              0.0053074,              0.0053074,              0.0053074
                    239,                 1.8844,                0.82591,                0.87743,                0.76632,                0.07477,                0.15133,                0.06475,                    nan,                    nan,                    nan,              0.0052876,              0.0052876,              0.0052876
                    240,                 1.8183,                0.77737,                0.87225,                0.82759,                0.08992,                0.16503,                0.06073,                    nan,                    nan,                    nan,              0.0052678,              0.0052678,              0.0052678
                    241,                 1.8173,                0.87694,                0.88569,                 0.8616,                0.07477,                0.14089,                0.06054,                    nan,                    nan,                    nan,               0.005248,               0.005248,               0.005248
                    242,                   1.81,                0.87391,                0.91087,                0.96236,                0.08411,                0.16727,                0.07651,                    nan,                    nan,                    nan,              0.0052282,              0.0052282,              0.0052282
                    243,                 1.8644,                0.82562,                0.87583,                0.89632,                0.08411,                 0.1705,                0.08601,                    nan,                    nan,                    nan,              0.0052084,              0.0052084,              0.0052084
                    244,                 1.8721,                0.87105,                0.91808,                0.80685,                0.08411,                 0.1848,                0.09416,                    nan,                    nan,                    nan,              0.0051886,              0.0051886,              0.0051886
                    245,                 1.7949,                0.81079,                0.88773,                0.66765,                0.07513,                0.17564,                0.07295,                    nan,                    nan,                    nan,              0.0051688,              0.0051688,              0.0051688
                    246,                 1.9007,                0.89538,                0.89663,                0.90803,                0.09237,                0.18232,                0.07046,                    nan,                    nan,                    nan,               0.005149,               0.005149,               0.005149
                    247,                 1.8684,                0.84992,                0.89379,                0.88739,                0.08411,                0.16749,                0.07364,                    nan,                    nan,                    nan,              0.0051292,              0.0051292,              0.0051292
                    248,                 1.6341,                0.81519,                0.92441,                0.81481,                0.08411,                0.15098,                0.06936,                    nan,                    nan,                    nan,              0.0051094,              0.0051094,              0.0051094
                    249,                 1.7262,                0.82096,                 0.8787,                0.80555,                0.08411,                0.15826,                0.06074,                    nan,                    nan,                    nan,              0.0050896,              0.0050896,              0.0050896
                    250,                 1.7989,                0.80912,                 0.8653,                 0.8523,                0.08411,                0.15206,                0.06356,                    nan,                    nan,                    nan,              0.0050698,              0.0050698,              0.0050698
                    251,                 1.7965,                0.84335,                0.88897,                0.72876,                0.08411,                0.14646,                0.06772,                    nan,                    nan,                    nan,                0.00505,                0.00505,                0.00505
                    252,                 1.6868,                0.90531,                0.92528,                0.82831,                0.08411,                0.14827,                0.08091,                    nan,                    nan,                    nan,              0.0050302,              0.0050302,              0.0050302
                    253,                 1.6779,                0.88107,                0.86878,                0.80337,                0.08411,                0.14276,                0.07235,                    nan,                    nan,                    nan,              0.0050104,              0.0050104,              0.0050104
                    254,                 1.8355,                0.91443,                0.90233,                0.71634,                0.07477,                0.13756,                 0.0662,                    nan,                    nan,                    nan,              0.0049906,              0.0049906,              0.0049906
                    255,                 1.7806,                0.83394,                0.89777,                0.77844,                0.08411,                0.15138,                0.06761,                    nan,                    nan,                    nan,              0.0049708,              0.0049708,              0.0049708
                    256,                 1.6781,                0.77972,                0.85511,                0.78953,                0.08411,                0.14929,                0.07536,                    nan,                    nan,                    nan,               0.004951,               0.004951,               0.004951
                    257,                 1.8796,                 0.8725,                0.90397,                0.85208,                0.08411,                0.15134,                0.06311,                    nan,                    nan,                    nan,              0.0049312,              0.0049312,              0.0049312
                    258,                 1.6936,                 0.7756,                0.89443,                0.86294,                0.08411,                0.16532,                0.07056,                    nan,                    nan,                    nan,              0.0049114,              0.0049114,              0.0049114
                    259,                 1.7842,                0.83706,                0.87554,                 0.9677,                0.08411,                0.16226,                0.06036,                    nan,                    nan,                    nan,              0.0048916,              0.0048916,              0.0048916
                    260,                 1.8622,                0.82788,                0.91773,                0.96441,                0.08411,                0.16702,                 0.0574,                    nan,                    nan,                    nan,              0.0048718,              0.0048718,              0.0048718
                    261,                 1.6527,                0.83483,                0.86254,                0.96805,                0.08411,                0.15243,                 0.0577,                    nan,                    nan,                    nan,               0.004852,               0.004852,               0.004852
                    262,                 1.6288,                0.84551,                0.84577,                0.87683,                0.08411,                0.15879,                 0.0693,                    nan,                    nan,                    nan,              0.0048322,              0.0048322,              0.0048322
                    263,                 1.6168,                0.85019,                  0.905,                0.88622,                0.08411,                0.14432,                0.06294,                    nan,                    nan,                    nan,              0.0048124,              0.0048124,              0.0048124
                    264,                 1.7578,                0.80832,                0.90548,                0.88335,                0.08411,                0.14527,                0.05897,                    nan,                    nan,                    nan,              0.0047926,              0.0047926,              0.0047926
                    265,                 1.7061,                0.80846,                0.86889,                0.88689,                0.08411,                0.14449,                0.06195,                    nan,                    nan,                    nan,              0.0047728,              0.0047728,              0.0047728
                    266,                 1.5622,                0.72724,                0.89635,                 0.9599,                0.08411,                0.16743,                0.07463,                    nan,                    nan,                    nan,               0.004753,               0.004753,               0.004753
                    267,                   1.74,                 0.7781,                0.93689,                0.85986,                0.08411,                0.16345,                0.07337,                    nan,                    nan,                    nan,              0.0047332,              0.0047332,              0.0047332
                    268,                 1.6156,                0.76458,                0.86737,                0.78601,                0.08411,                0.14507,                0.04867,                    nan,                    nan,                    nan,              0.0047134,              0.0047134,              0.0047134
                    269,                 1.7195,                0.75877,                0.85282,                 0.7236,                0.08411,                0.13862,                0.06108,                    nan,                    nan,                    nan,              0.0046936,              0.0046936,              0.0046936
                    270,                 1.6718,                0.79159,                0.87268,                0.76216,                0.08411,                0.14135,                0.06518,                    nan,                    nan,                    nan,              0.0046738,              0.0046738,              0.0046738
                    271,                 1.6261,                0.78838,                0.90208,                0.79791,                0.08411,                0.14368,                0.06301,                    nan,                    nan,                    nan,               0.004654,               0.004654,               0.004654
                    272,                 1.6767,                0.81261,                0.89031,                0.80541,                0.08411,                0.13948,                0.05648,                    nan,                    nan,                    nan,              0.0046342,              0.0046342,              0.0046342
                    273,                 1.8211,                0.84924,                0.87342,                0.80637,                0.08411,                0.13228,                0.05397,                    nan,                    nan,                    nan,              0.0046144,              0.0046144,              0.0046144
                    274,                 1.6471,                0.82583,                 0.8633,                0.97967,                0.08411,                0.13034,                0.04966,                    nan,                    nan,                    nan,              0.0045946,              0.0045946,              0.0045946
                    275,                 1.5601,                0.77687,                0.86838,                0.97209,                0.08411,                0.12694,                0.04699,                    nan,                    nan,                    nan,              0.0045748,              0.0045748,              0.0045748
                    276,                 1.6301,                    0.8,                0.89478,                 0.8711,                0.08411,                0.11842,                  0.043,                    nan,                    nan,                    nan,               0.004555,               0.004555,               0.004555
                    277,                  1.669,                0.78916,                  0.867,                0.76447,                0.07477,                0.10835,                0.04867,                    nan,                    nan,                    nan,              0.0045352,              0.0045352,              0.0045352
                    278,                 1.6981,                0.78888,                0.86325,                0.97831,                0.06542,                0.10337,                0.05244,                    nan,                    nan,                    nan,              0.0045154,              0.0045154,              0.0045154
                    279,                 1.5814,                 0.7222,                0.85666,                0.86043,                0.08411,                0.11977,                0.05654,                    nan,                    nan,                    nan,              0.0044956,              0.0044956,              0.0044956
                    280,                 1.6467,                0.75588,                0.85957,                0.96997,                0.08411,                0.14477,                0.06459,                    nan,                    nan,                    nan,              0.0044758,              0.0044758,              0.0044758
                    281,                 1.7711,                0.79925,                0.86057,                0.96779,                0.08411,                0.14364,                0.05886,                    nan,                    nan,                    nan,               0.004456,               0.004456,               0.004456
                    282,                 1.6602,                0.82875,                0.90763,                 0.9659,                0.08411,                0.16332,                0.06941,                    nan,                    nan,                    nan,              0.0044362,              0.0044362,              0.0044362
                    283,                 1.7278,                0.76603,                0.89496,                0.96317,                0.08411,                0.17054,                0.07609,                    nan,                    nan,                    nan,              0.0044164,              0.0044164,              0.0044164
                    284,                 1.6515,                0.75416,                0.85697,                0.90408,                0.08411,                0.14927,                0.06292,                    nan,                    nan,                    nan,              0.0043966,              0.0043966,              0.0043966
                    285,                  1.813,                0.84692,                0.89245,                 0.7792,                0.08411,                0.15874,                0.07031,                    nan,                    nan,                    nan,              0.0043768,              0.0043768,              0.0043768
                    286,                 1.7999,                0.79636,                 0.8979,                0.83681,                0.08411,                 0.1734,                0.07018,                    nan,                    nan,                    nan,               0.004357,               0.004357,               0.004357
                    287,                 1.5596,                0.75118,                0.84872,                0.97875,                0.08411,                0.18066,                0.06541,                    nan,                    nan,                    nan,              0.0043372,              0.0043372,              0.0043372
                    288,                 1.8038,                0.84505,                 0.8859,                0.98268,                0.08411,                0.18066,                0.06539,                    nan,                    nan,                    nan,              0.0043174,              0.0043174,              0.0043174
                    289,                 1.6206,                0.75134,                  0.894,                0.85164,                0.08411,                0.18304,                0.07562,                    nan,                    nan,                    nan,              0.0042976,              0.0042976,              0.0042976
                    290,                 1.6146,                0.80708,                 0.8363,                0.87415,                0.08411,                0.16643,                0.07828,                    nan,                    nan,                    nan,              0.0042778,              0.0042778,              0.0042778
                    291,                 1.7657,                0.76598,                0.90485,                0.87539,                0.08411,                 0.1626,                0.07323,                    nan,                    nan,                    nan,               0.004258,               0.004258,               0.004258
                    292,                   1.62,                0.78128,                0.86005,                0.97355,                0.08411,                0.16656,                0.07522,                    nan,                    nan,                    nan,              0.0042382,              0.0042382,              0.0042382
                    293,                 1.7289,                0.77622,                0.88346,                 0.9697,                0.08411,                0.16261,                 0.0665,                    nan,                    nan,                    nan,              0.0042184,              0.0042184,              0.0042184
                    294,                 1.6848,                0.76631,                0.91347,                0.97649,                0.08411,                0.17013,                0.06918,                    nan,                    nan,                    nan,              0.0041986,              0.0041986,              0.0041986
