               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 167,            0.019867,           0.0041982,                   0,              0.9992,                   1,               0.995,             0.75136,            0.016094,           0.0027959,                   0,           0.0067132,           0.0067132,           0.0067132
                 168,            0.024687,           0.0045469,                   0,             0.99912,                   1,               0.995,             0.71168,            0.020996,            0.002839,                   0,           0.0066934,           0.0066934,           0.0066934
                 169,            0.027463,           0.0046179,                   0,             0.99912,                   1,               0.995,             0.75147,            0.020266,           0.0028284,                   0,           0.0066736,           0.0066736,           0.0066736
                 170,            0.025857,           0.0045835,                   0,             0.99897,                   1,               0.995,             0.78935,            0.019367,           0.0028449,                   0,           0.0066538,           0.0066538,           0.0066538
                 171,             0.02232,            0.004422,                   0,             0.99911,                   1,               0.995,             0.77484,            0.019101,            0.002805,                   0,            0.006634,            0.006634,            0.006634
                 172,            0.023306,           0.0047777,                   0,             0.99901,                   1,               0.995,             0.77828,            0.018632,           0.0027965,                   0,           0.0066142,           0.0066142,           0.0066142
                 173,             0.02298,           0.0050173,                   0,             0.99895,                   1,               0.995,             0.77249,             0.01921,           0.0028439,                   0,           0.0065944,           0.0065944,           0.0065944
                 174,            0.024821,           0.0051114,                   0,                   1,              0.9998,               0.995,             0.77949,            0.021065,           0.0028156,                   0,           0.0065746,           0.0065746,           0.0065746
                 175,            0.024589,            0.004648,                   0,                   1,             0.99943,               0.995,             0.69752,            0.017506,           0.0029036,                   0,           0.0065548,           0.0065548,           0.0065548
                 176,            0.024373,           0.0048003,                   0,                   1,             0.99933,               0.995,             0.76772,            0.017004,           0.0029458,                   0,            0.006535,            0.006535,            0.006535
                 177,            0.023187,           0.0046799,                   0,                   1,             0.99997,               0.995,             0.72593,            0.019052,           0.0029278,                   0,           0.0065152,           0.0065152,           0.0065152
                 178,            0.024149,           0.0040606,                   0,             0.99938,                   1,               0.995,             0.78654,            0.016399,           0.0028556,                   0,           0.0064954,           0.0064954,           0.0064954
                 179,            0.023967,           0.0051432,                   0,             0.99927,                   1,               0.995,             0.77012,            0.017175,           0.0028255,                   0,           0.0064756,           0.0064756,           0.0064756
                 180,             0.02339,           0.0042738,                   0,             0.99932,                   1,               0.995,             0.82094,            0.017199,           0.0028232,                   0,           0.0064558,           0.0064558,           0.0064558
                 181,            0.023736,           0.0043389,                   0,             0.99921,                   1,               0.995,             0.72262,            0.020122,           0.0028292,                   0,            0.006436,            0.006436,            0.006436
                 182,            0.022857,           0.0039458,                   0,             0.99906,                   1,               0.995,             0.79989,            0.019544,           0.0028589,                   0,           0.0064162,           0.0064162,           0.0064162
                 183,            0.023033,           0.0043187,                   0,             0.99934,                   1,               0.995,             0.82856,            0.014381,            0.002779,                   0,           0.0063964,           0.0063964,           0.0063964
                 184,            0.023127,           0.0041127,                   0,             0.99933,                   1,               0.995,             0.76837,            0.017667,           0.0027964,                   0,           0.0063766,           0.0063766,           0.0063766
                 185,            0.024035,           0.0041755,                   0,             0.99951,                   1,               0.995,             0.80036,            0.018497,           0.0028566,                   0,           0.0063568,           0.0063568,           0.0063568
                 186,            0.022783,           0.0044068,                   0,             0.99912,                   1,               0.995,             0.69012,            0.019016,           0.0028442,                   0,            0.006337,            0.006337,            0.006337
                 187,            0.023703,           0.0040213,                   0,              0.9983,                   1,               0.995,             0.80646,            0.016353,           0.0027637,                   0,           0.0063172,           0.0063172,           0.0063172
                 188,            0.021216,           0.0038076,                   0,             0.99881,                   1,               0.995,              0.8382,            0.015142,           0.0028093,                   0,           0.0062974,           0.0062974,           0.0062974
                 189,             0.02323,           0.0044811,                   0,             0.99903,                   1,               0.995,             0.73588,            0.018312,           0.0028499,                   0,           0.0062776,           0.0062776,           0.0062776
                 190,            0.023572,           0.0041203,                   0,             0.99908,                   1,               0.995,             0.80165,            0.015881,           0.0028451,                   0,           0.0062578,           0.0062578,           0.0062578
                 191,            0.022436,           0.0043552,                   0,              0.9991,                   1,               0.995,             0.82938,            0.014897,           0.0027356,                   0,            0.006238,            0.006238,            0.006238
                 192,            0.024094,            0.004881,                   0,             0.99909,                   1,               0.995,             0.67013,            0.022322,           0.0029219,                   0,           0.0062182,           0.0062182,           0.0062182
                 193,            0.023855,           0.0041118,                   0,             0.99919,                   1,               0.995,             0.82876,             0.01563,           0.0027232,                   0,           0.0061984,           0.0061984,           0.0061984
                 194,            0.023185,           0.0047342,                   0,             0.99926,                   1,               0.995,             0.65612,             0.02338,           0.0029328,                   0,           0.0061786,           0.0061786,           0.0061786
                 195,            0.023841,           0.0044605,                   0,             0.99925,                   1,               0.995,             0.79798,            0.017802,             0.00274,                   0,           0.0061588,           0.0061588,           0.0061588
                 196,            0.022781,           0.0048089,                   0,             0.99925,                   1,               0.995,              0.7923,            0.017374,           0.0028487,                   0,            0.006139,            0.006139,            0.006139
                 197,            0.020124,           0.0040151,                   0,             0.99926,                   1,               0.995,             0.80703,            0.015919,           0.0028262,                   0,           0.0061192,           0.0061192,           0.0061192
                 198,             0.02185,           0.0046513,                   0,              0.9993,                   1,               0.995,             0.68471,            0.020942,           0.0028502,                   0,           0.0060994,           0.0060994,           0.0060994
                 199,             0.02083,           0.0039221,                   0,             0.99927,                   1,               0.995,             0.81368,            0.016589,           0.0028171,                   0,           0.0060796,           0.0060796,           0.0060796
                 200,            0.022021,           0.0047861,                   0,             0.99931,                   1,               0.995,             0.82933,            0.014248,           0.0027078,                   0,           0.0060598,           0.0060598,           0.0060598
                 201,            0.021173,           0.0043221,                   0,              0.9993,                   1,               0.995,             0.74039,             0.01696,           0.0027813,                   0,             0.00604,             0.00604,             0.00604
                 202,            0.020932,            0.004438,                   0,             0.99953,                   1,               0.995,             0.84115,            0.015471,           0.0027015,                   0,           0.0060202,           0.0060202,           0.0060202
                 203,            0.021088,           0.0044181,                   0,             0.99946,                   1,               0.995,              0.7574,            0.019098,           0.0028173,                   0,           0.0060004,           0.0060004,           0.0060004
                 204,            0.022239,           0.0043585,                   0,             0.99947,                   1,               0.995,             0.80831,            0.015648,           0.0027726,                   0,           0.0059806,           0.0059806,           0.0059806
                 205,            0.021566,           0.0039352,                   0,             0.99948,                   1,               0.995,             0.77406,            0.018598,           0.0028155,                   0,           0.0059608,           0.0059608,           0.0059608
                 206,            0.021115,           0.0039975,                   0,             0.99939,                   1,               0.995,             0.81874,             0.01491,           0.0027669,                   0,            0.005941,            0.005941,            0.005941
                 207,            0.020383,           0.0041335,                   0,             0.99933,                   1,               0.995,             0.82975,            0.015116,           0.0026897,                   0,           0.0059212,           0.0059212,           0.0059212
                 208,            0.021324,           0.0040237,                   0,              0.9993,                   1,               0.995,             0.81985,            0.017472,           0.0026519,                   0,           0.0059014,           0.0059014,           0.0059014
                 209,            0.022353,           0.0042352,                   0,             0.99924,                   1,               0.995,             0.78549,            0.017326,            0.002626,                   0,           0.0058816,           0.0058816,           0.0058816
                 210,            0.021885,           0.0040603,                   0,             0.99933,                   1,               0.995,             0.79587,            0.016891,           0.0026217,                   0,           0.0058618,           0.0058618,           0.0058618
                 211,            0.023078,           0.0040243,                   0,             0.99928,                   1,               0.995,             0.73622,            0.019174,           0.0027186,                   0,            0.005842,            0.005842,            0.005842
                 212,            0.023629,           0.0041557,                   0,             0.99917,                   1,               0.995,             0.83572,              0.0146,           0.0026547,                   0,           0.0058222,           0.0058222,           0.0058222
                 213,            0.022882,           0.0037494,                   0,             0.99918,                   1,               0.995,             0.76246,            0.018049,           0.0027626,                   0,           0.0058024,           0.0058024,           0.0058024
                 214,            0.019811,           0.0038953,                   0,             0.99902,                   1,               0.995,             0.82566,            0.015799,           0.0026599,                   0,           0.0057826,           0.0057826,           0.0057826
                 215,            0.020253,           0.0037803,                   0,             0.99867,                   1,               0.995,             0.83453,            0.014414,           0.0027025,                   0,           0.0057628,           0.0057628,           0.0057628
                 216,            0.021631,           0.0043394,                   0,             0.99863,                   1,               0.995,             0.74708,            0.016489,           0.0027304,                   0,            0.005743,            0.005743,            0.005743
                 217,            0.020666,           0.0040693,                   0,              0.9989,                   1,               0.995,             0.79875,            0.014572,           0.0027122,                   0,           0.0057232,           0.0057232,           0.0057232
                 218,            0.020927,           0.0043207,                   0,             0.99909,                   1,               0.995,             0.71935,            0.017082,           0.0027778,                   0,           0.0057034,           0.0057034,           0.0057034
                 219,            0.020174,           0.0035991,                   0,             0.99921,                   1,               0.995,             0.80734,            0.017055,           0.0027609,                   0,           0.0056836,           0.0056836,           0.0056836
                 220,            0.022661,           0.0038664,                   0,             0.99928,                   1,               0.995,             0.84533,            0.013878,            0.002642,                   0,           0.0056638,           0.0056638,           0.0056638
                 221,            0.021028,           0.0041927,                   0,             0.99932,                   1,               0.995,             0.78634,            0.018027,           0.0027735,                   0,            0.005644,            0.005644,            0.005644
                 222,            0.019323,           0.0041001,                   0,             0.99929,                   1,               0.995,             0.84132,            0.013616,           0.0026284,                   0,           0.0056242,           0.0056242,           0.0056242
                 223,            0.018399,            0.003886,                   0,              0.9993,                   1,               0.995,             0.82792,            0.014057,           0.0025734,                   0,           0.0056044,           0.0056044,           0.0056044
                 224,            0.020675,           0.0036128,                   0,             0.99928,                   1,               0.995,             0.81388,            0.015741,           0.0026453,                   0,           0.0055846,           0.0055846,           0.0055846
                 225,            0.021264,           0.0040656,                   0,             0.99927,                   1,               0.995,             0.80078,            0.015674,           0.0025854,                   0,           0.0055648,           0.0055648,           0.0055648
                 226,            0.020872,           0.0040224,                   0,             0.99914,                   1,               0.995,             0.78704,            0.016889,           0.0027313,                   0,            0.005545,            0.005545,            0.005545
                 227,            0.020657,           0.0042789,                   0,             0.99923,                   1,               0.995,             0.79648,            0.015508,           0.0026435,                   0,           0.0055252,           0.0055252,           0.0055252
                 228,            0.020618,           0.0039385,                   0,             0.99923,                   1,               0.995,             0.85136,            0.013689,           0.0026947,                   0,           0.0055054,           0.0055054,           0.0055054
                 229,             0.01959,           0.0039816,                   0,             0.99931,                   1,               0.995,             0.84479,            0.014041,           0.0025921,                   0,           0.0054856,           0.0054856,           0.0054856
                 230,            0.018622,            0.003881,                   0,             0.99933,                   1,               0.995,             0.84431,            0.013489,           0.0025709,                   0,           0.0054658,           0.0054658,           0.0054658
                 231,            0.019772,           0.0043257,                   0,             0.99933,                   1,               0.995,             0.79241,            0.015634,           0.0025594,                   0,            0.005446,            0.005446,            0.005446
                 232,             0.02124,           0.0039786,                   0,             0.99932,                   1,               0.995,             0.83449,            0.014223,            0.002508,                   0,           0.0054262,           0.0054262,           0.0054262
                 233,            0.021656,           0.0042344,                   0,             0.99931,                   1,               0.995,             0.81083,            0.014858,           0.0025074,                   0,           0.0054064,           0.0054064,           0.0054064
                 234,            0.020329,           0.0042155,                   0,             0.99931,                   1,               0.995,             0.82246,            0.014503,           0.0024865,                   0,           0.0053866,           0.0053866,           0.0053866
                 235,            0.017991,            0.003657,                   0,             0.99923,                   1,               0.995,             0.81145,             0.01492,           0.0025004,                   0,           0.0053668,           0.0053668,           0.0053668
                 236,            0.020008,            0.003906,                   0,             0.99913,                   1,               0.995,             0.80486,            0.015296,           0.0025513,                   0,            0.005347,            0.005347,            0.005347
                 237,            0.020651,            0.003392,                   0,              0.9991,                   1,               0.995,             0.81787,            0.015656,           0.0024891,                   0,           0.0053272,           0.0053272,           0.0053272
                 238,            0.019335,             0.00399,                   0,              0.9991,                   1,               0.995,             0.83227,            0.013659,            0.002477,                   0,           0.0053074,           0.0053074,           0.0053074
                 239,            0.018086,           0.0038974,                   0,             0.99923,                   1,               0.995,             0.73561,            0.017068,           0.0025305,                   0,           0.0052876,           0.0052876,           0.0052876
                 240,            0.020318,           0.0043251,                   0,             0.99921,                   1,               0.995,             0.85744,            0.013725,           0.0024797,                   0,           0.0052678,           0.0052678,           0.0052678
                 241,            0.020204,           0.0042915,                   0,             0.99926,                   1,               0.995,             0.79091,            0.015947,             0.00248,                   0,            0.005248,            0.005248,            0.005248
                 242,            0.018537,           0.0039297,                   0,             0.99927,                   1,               0.995,             0.76484,            0.015957,           0.0024744,                   0,           0.0052282,           0.0052282,           0.0052282
                 243,            0.019218,           0.0044862,                   0,             0.99932,                   1,               0.995,              0.8344,            0.015528,            0.002444,                   0,           0.0052084,           0.0052084,           0.0052084
                 244,            0.019184,           0.0037099,                   0,             0.99931,                   1,               0.995,             0.84761,            0.014502,           0.0024688,                   0,           0.0051886,           0.0051886,           0.0051886
                 245,            0.020974,           0.0040956,                   0,             0.99929,                   1,               0.995,             0.82183,            0.015273,           0.0024418,                   0,           0.0051688,           0.0051688,           0.0051688
                 246,            0.019318,           0.0037911,                   0,             0.99932,                   1,               0.995,              0.8208,            0.015161,           0.0024912,                   0,            0.005149,            0.005149,            0.005149
                 247,            0.018976,           0.0035633,                   0,             0.99937,                   1,               0.995,             0.81531,            0.015365,           0.0024959,                   0,           0.0051292,           0.0051292,           0.0051292
                 248,            0.022304,           0.0038057,                   0,              0.9994,                   1,               0.995,             0.82158,            0.014726,           0.0024533,                   0,           0.0051094,           0.0051094,           0.0051094
                 249,            0.020525,           0.0040887,                   0,             0.99943,                   1,               0.995,             0.78637,            0.016874,           0.0025131,                   0,           0.0050896,           0.0050896,           0.0050896
                 250,            0.019934,           0.0036453,                   0,             0.99945,                   1,               0.995,             0.76705,            0.016268,           0.0024912,                   0,           0.0050698,           0.0050698,           0.0050698
                 251,            0.019714,           0.0036582,                   0,             0.99937,                   1,               0.995,              0.7958,            0.014068,           0.0025679,                   0,             0.00505,             0.00505,             0.00505
                 252,            0.019388,           0.0041521,                   0,             0.99923,                   1,               0.995,             0.84434,             0.01511,            0.002562,                   0,           0.0050302,           0.0050302,           0.0050302
                 253,            0.019948,           0.0039089,                   0,             0.99905,                   1,               0.995,             0.81731,            0.015278,           0.0025461,                   0,           0.0050104,           0.0050104,           0.0050104
                 254,              0.0183,           0.0036625,                   0,             0.99891,                   1,               0.995,             0.83432,            0.014246,           0.0025926,                   0,           0.0049906,           0.0049906,           0.0049906
                 255,            0.017774,           0.0033983,                   0,             0.99917,                   1,               0.995,             0.78622,            0.015413,           0.0026129,                   0,           0.0049708,           0.0049708,           0.0049708
                 256,            0.017872,           0.0038334,                   0,             0.99923,                   1,               0.995,             0.84943,            0.012442,           0.0024976,                   0,            0.004951,            0.004951,            0.004951
                 257,             0.01959,           0.0037502,                   0,             0.99925,                   1,               0.995,             0.75154,            0.017299,           0.0026259,                   0,           0.0049312,           0.0049312,           0.0049312
                 258,             0.01824,           0.0033642,                   0,             0.99921,                   1,               0.995,               0.845,             0.01275,           0.0024211,                   0,           0.0049114,           0.0049114,           0.0049114
                 259,            0.018199,           0.0035596,                   0,             0.99922,                   1,               0.995,             0.81939,            0.013866,           0.0024424,                   0,           0.0048916,           0.0048916,           0.0048916
                 260,            0.019102,           0.0033895,                   0,             0.99922,                   1,               0.995,              0.8649,            0.012291,           0.0024481,                   0,           0.0048718,           0.0048718,           0.0048718
                 261,            0.018804,           0.0034564,                   0,             0.99929,                   1,               0.995,             0.81658,            0.015363,            0.002479,                   0,            0.004852,            0.004852,            0.004852
                 262,            0.019575,           0.0039391,                   0,             0.99921,                   1,               0.995,             0.84426,            0.012806,           0.0024265,                   0,           0.0048322,           0.0048322,           0.0048322
                 263,            0.019087,           0.0041226,                   0,             0.99922,                   1,               0.995,             0.84806,             0.01245,           0.0024887,                   0,           0.0048124,           0.0048124,           0.0048124
                 264,            0.019089,           0.0039216,                   0,             0.99925,                   1,               0.995,             0.81789,            0.014392,           0.0024341,                   0,           0.0047926,           0.0047926,           0.0047926
                 265,            0.019925,           0.0039433,                   0,             0.99928,                   1,               0.995,              0.8353,            0.013097,            0.002452,                   0,           0.0047728,           0.0047728,           0.0047728
                 266,            0.018696,           0.0042735,                   0,             0.99936,                   1,               0.995,             0.85243,            0.012746,            0.002368,                   0,            0.004753,            0.004753,            0.004753
                 267,            0.018393,           0.0041947,                   0,             0.99936,                   1,               0.995,              0.8617,            0.012625,             0.00243,                   0,           0.0047332,           0.0047332,           0.0047332
                 268,            0.018675,            0.004025,                   0,             0.99939,                   1,               0.995,             0.86981,            0.012274,           0.0023877,                   0,           0.0047134,           0.0047134,           0.0047134
                 269,            0.017842,           0.0036927,                   0,             0.99938,                   1,               0.995,             0.84531,            0.013126,           0.0024183,                   0,           0.0046936,           0.0046936,           0.0046936
                 270,             0.01678,           0.0038214,                   0,             0.99934,                   1,               0.995,             0.83453,            0.014573,           0.0024601,                   0,           0.0046738,           0.0046738,           0.0046738
                 271,             0.01865,           0.0039918,                   0,             0.99935,                   1,               0.995,             0.86959,            0.012047,           0.0023886,                   0,            0.004654,            0.004654,            0.004654
                 272,             0.01762,           0.0038901,                   0,             0.99923,                   1,               0.995,              0.8734,            0.012499,           0.0023965,                   0,           0.0046342,           0.0046342,           0.0046342
                 273,            0.016705,           0.0036993,                   0,             0.99934,                   1,               0.995,             0.85637,            0.012698,           0.0023827,                   0,           0.0046144,           0.0046144,           0.0046144
                 274,            0.016718,           0.0038069,                   0,             0.99933,                   1,               0.995,             0.87511,            0.011576,           0.0022964,                   0,           0.0045946,           0.0045946,           0.0045946
                 275,            0.016768,           0.0041093,                   0,             0.99933,                   1,               0.995,             0.82532,             0.01355,            0.002321,                   0,           0.0045748,           0.0045748,           0.0045748
                 276,            0.018618,           0.0041634,                   0,             0.99935,                   1,               0.995,             0.88758,            0.011632,           0.0022396,                   0,            0.004555,            0.004555,            0.004555
                 277,            0.016117,           0.0034653,                   0,             0.99938,                   1,               0.995,             0.81263,            0.014859,           0.0023229,                   0,           0.0045352,           0.0045352,           0.0045352
                 278,             0.02046,           0.0036605,                   0,             0.99939,                   1,               0.995,             0.88509,             0.01272,           0.0022419,                   0,           0.0045154,           0.0045154,           0.0045154
                 279,            0.016975,           0.0033158,                   0,             0.99938,                   1,               0.995,             0.82318,            0.013878,           0.0023113,                   0,           0.0044956,           0.0044956,           0.0044956
                 280,            0.018292,           0.0042896,                   0,             0.99937,                   1,               0.995,             0.87751,            0.011867,           0.0022606,                   0,           0.0044758,           0.0044758,           0.0044758
                 281,            0.017675,           0.0035255,                   0,             0.99941,                   1,               0.995,             0.81681,            0.013558,           0.0023378,                   0,            0.004456,            0.004456,            0.004456
                 282,            0.016722,           0.0031899,                   0,             0.99938,                   1,               0.995,             0.88614,            0.011417,           0.0022894,                   0,           0.0044362,           0.0044362,           0.0044362
                 283,            0.015064,           0.0034757,                   0,             0.99935,                   1,               0.995,             0.86916,            0.012027,            0.002297,                   0,           0.0044164,           0.0044164,           0.0044164
                 284,            0.018119,           0.0032707,                   0,             0.99935,                   1,               0.995,             0.84579,            0.013001,           0.0022538,                   0,           0.0043966,           0.0043966,           0.0043966
                 285,            0.018298,           0.0037194,                   0,             0.99934,                   1,               0.995,             0.86478,            0.012158,           0.0022627,                   0,           0.0043768,           0.0043768,           0.0043768
                 286,            0.016692,           0.0043448,                   0,             0.99934,                   1,               0.995,             0.81682,            0.013444,           0.0022693,                   0,            0.004357,            0.004357,            0.004357
                 287,             0.01747,           0.0033792,                   0,             0.99934,                   1,               0.995,             0.86127,            0.011244,           0.0022133,                   0,           0.0043372,           0.0043372,           0.0043372
                 288,            0.018521,           0.0038748,                   0,             0.99936,                   1,               0.995,             0.85496,            0.012731,           0.0022474,                   0,           0.0043174,           0.0043174,           0.0043174
                 289,            0.017839,           0.0038303,                   0,              0.9994,                   1,               0.995,             0.85674,            0.011871,           0.0022291,                   0,           0.0042976,           0.0042976,           0.0042976
                 290,            0.016762,           0.0035819,                   0,             0.99938,                   1,               0.995,             0.87268,            0.011832,           0.0022412,                   0,           0.0042778,           0.0042778,           0.0042778
                 291,             0.01623,           0.0033536,                   0,             0.99943,                   1,               0.995,             0.87592,            0.012308,           0.0022659,                   0,            0.004258,            0.004258,            0.004258
                 292,            0.017218,           0.0037102,                   0,              0.9994,                   1,               0.995,             0.87714,            0.011426,           0.0022493,                   0,           0.0042382,           0.0042382,           0.0042382
                 293,            0.017525,           0.0032653,                   0,             0.99964,                   1,               0.995,             0.87979,            0.011343,           0.0022565,                   0,           0.0042184,           0.0042184,           0.0042184
                 294,            0.017145,           0.0034109,                   0,             0.99995,                   1,               0.995,             0.85214,            0.012254,           0.0022935,                   0,           0.0041986,           0.0041986,           0.0041986
                 295,            0.016148,           0.0039235,                   0,             0.99945,                   1,               0.995,             0.87272,            0.012142,           0.0022451,                   0,           0.0041788,           0.0041788,           0.0041788
                 296,            0.017017,             0.00372,                   0,             0.99947,                   1,               0.995,             0.86401,            0.011281,           0.0022024,                   0,            0.004159,            0.004159,            0.004159
                 297,            0.017181,           0.0039863,                   0,             0.99927,                   1,               0.995,             0.88538,            0.011731,           0.0021898,                   0,           0.0041392,           0.0041392,           0.0041392
                 298,            0.016937,           0.0031051,                   0,             0.99928,                   1,               0.995,             0.88483,            0.011448,           0.0021946,                   0,           0.0041194,           0.0041194,           0.0041194
                 299,             0.01656,           0.0034621,                   0,             0.99936,                   1,               0.995,             0.84988,            0.012109,           0.0022042,                   0,           0.0040996,           0.0040996,           0.0040996
                 300,            0.016811,           0.0041961,                   0,             0.99942,                   1,               0.995,             0.89982,            0.010723,           0.0021558,                   0,           0.0040798,           0.0040798,           0.0040798
                 301,            0.016475,            0.003358,                   0,             0.99944,                   1,               0.995,             0.86182,            0.011936,           0.0022106,                   0,             0.00406,             0.00406,             0.00406
                 302,            0.016602,           0.0033807,                   0,             0.99941,                   1,               0.995,             0.90026,            0.010816,           0.0021814,                   0,           0.0040402,           0.0040402,           0.0040402
                 303,            0.015701,           0.0032989,                   0,              0.9994,                   1,               0.995,             0.91214,            0.010713,           0.0021381,                   0,           0.0040204,           0.0040204,           0.0040204
                 304,            0.016915,           0.0033018,                   0,              0.9994,                   1,               0.995,              0.8617,            0.012616,           0.0022224,                   0,           0.0040006,           0.0040006,           0.0040006
                 305,             0.01798,            0.003813,                   0,             0.99938,                   1,               0.995,             0.86525,            0.010926,           0.0021508,                   0,           0.0039808,           0.0039808,           0.0039808
                 306,            0.016984,           0.0033014,                   0,             0.99938,                   1,               0.995,              0.9049,            0.010467,           0.0021172,                   0,            0.003961,            0.003961,            0.003961
                 307,            0.015071,           0.0035109,                   0,             0.99938,                   1,               0.995,             0.88107,            0.011481,           0.0021475,                   0,           0.0039412,           0.0039412,           0.0039412
                 308,            0.016022,           0.0032181,                   0,             0.99937,                   1,               0.995,             0.90446,            0.009989,           0.0021041,                   0,           0.0039214,           0.0039214,           0.0039214
                 309,            0.016677,            0.003511,                   0,             0.99936,                   1,               0.995,             0.88098,            0.011632,           0.0021773,                   0,           0.0039016,           0.0039016,           0.0039016
                 310,            0.016996,           0.0032443,                   0,             0.99945,                   1,               0.995,             0.84639,            0.013411,           0.0021825,                   0,           0.0038818,           0.0038818,           0.0038818
                 311,            0.016708,           0.0038814,                   0,             0.99944,                   1,               0.995,             0.89178,            0.010599,           0.0021425,                   0,            0.003862,            0.003862,            0.003862
                 312,            0.016751,           0.0039106,                   0,             0.99943,                   1,               0.995,             0.88262,            0.011812,           0.0021731,                   0,           0.0038422,           0.0038422,           0.0038422
                 313,            0.017673,            0.003636,                   0,              0.9994,                   1,               0.995,             0.88131,             0.01089,           0.0021494,                   0,           0.0038224,           0.0038224,           0.0038224
                 314,            0.015577,           0.0031307,                   0,             0.99939,                   1,               0.995,             0.87773,            0.011562,           0.0021755,                   0,           0.0038026,           0.0038026,           0.0038026
                 315,             0.01516,           0.0034241,                   0,             0.99939,                   1,               0.995,             0.89593,            0.011077,           0.0021427,                   0,           0.0037828,           0.0037828,           0.0037828
                 316,            0.015582,            0.003859,                   0,             0.99937,                   1,               0.995,             0.87622,              0.0111,            0.002153,                   0,            0.003763,            0.003763,            0.003763
                 317,            0.016801,            0.003821,                   0,             0.99939,                   1,               0.995,             0.87416,             0.01163,           0.0021782,                   0,           0.0037432,           0.0037432,           0.0037432
                 318,            0.013812,           0.0033831,                   0,             0.99942,                   1,               0.995,              0.8945,            0.010104,           0.0021534,                   0,           0.0037234,           0.0037234,           0.0037234
                 319,            0.014485,           0.0037069,                   0,             0.99939,                   1,               0.995,             0.86687,            0.010757,           0.0021675,                   0,           0.0037036,           0.0037036,           0.0037036
                 320,             0.01577,           0.0031762,                   0,              0.9994,                   1,               0.995,             0.87164,            0.010583,           0.0021865,                   0,           0.0036838,           0.0036838,           0.0036838
                 321,               0.016,           0.0031814,                   0,             0.99937,                   1,               0.995,             0.88302,            0.010747,           0.0021644,                   0,            0.003664,            0.003664,            0.003664
                 322,             0.01535,           0.0033871,                   0,             0.99935,                   1,               0.995,             0.87026,            0.011624,           0.0022316,                   0,           0.0036442,           0.0036442,           0.0036442
                 323,            0.015393,           0.0034591,                   0,             0.99934,                   1,               0.995,             0.83218,            0.013214,            0.002266,                   0,           0.0036244,           0.0036244,           0.0036244
                 324,            0.017307,           0.0037068,                   0,             0.99937,                   1,               0.995,             0.89594,            0.010011,           0.0021491,                   0,           0.0036046,           0.0036046,           0.0036046
                 325,            0.014742,           0.0031988,                   0,             0.99939,                   1,               0.995,             0.88226,            0.011331,           0.0021484,                   0,           0.0035848,           0.0035848,           0.0035848
                 326,            0.014566,           0.0034722,                   0,              0.9994,                   1,               0.995,             0.89575,             0.00983,           0.0021206,                   0,            0.003565,            0.003565,            0.003565
                 327,               0.015,           0.0032685,                   0,             0.99939,                   1,               0.995,             0.89708,            0.010048,           0.0020807,                   0,           0.0035452,           0.0035452,           0.0035452
                 328,            0.015277,           0.0034742,                   0,             0.99938,                   1,               0.995,             0.85839,             0.01168,           0.0021421,                   0,           0.0035254,           0.0035254,           0.0035254
                 329,            0.015759,           0.0037762,                   0,             0.99935,                   1,               0.995,              0.9021,            0.010367,           0.0020746,                   0,           0.0035056,           0.0035056,           0.0035056
                 330,            0.013637,           0.0035689,                   0,             0.99942,                   1,               0.995,             0.87327,            0.011047,            0.002108,                   0,           0.0034858,           0.0034858,           0.0034858
                 331,            0.015623,           0.0028801,                   0,             0.99943,                   1,               0.995,             0.90508,           0.0099531,             0.00205,                   0,            0.003466,            0.003466,            0.003466
                 332,            0.013926,           0.0035632,                   0,             0.99944,                   1,               0.995,             0.87016,            0.011409,           0.0021061,                   0,           0.0034462,           0.0034462,           0.0034462
                 333,            0.015298,           0.0030772,                   0,             0.99943,                   1,               0.995,             0.90321,            0.010486,           0.0020706,                   0,           0.0034264,           0.0034264,           0.0034264
                 334,            0.015775,           0.0033884,                   0,             0.99943,                   1,               0.995,             0.87866,             0.01167,           0.0021471,                   0,           0.0034066,           0.0034066,           0.0034066
                 335,            0.014958,           0.0030196,                   0,             0.99943,                   1,               0.995,             0.88521,            0.010365,           0.0021369,                   0,           0.0033868,           0.0033868,           0.0033868
                 336,            0.016287,           0.0036504,                   0,             0.99941,                   1,               0.995,              0.8789,            0.010711,           0.0021259,                   0,            0.003367,            0.003367,            0.003367
                 337,             0.01602,           0.0037711,                   0,             0.99942,                   1,               0.995,             0.91143,           0.0094419,           0.0021243,                   0,           0.0033472,           0.0033472,           0.0033472
                 338,            0.014001,           0.0032318,                   0,             0.99941,                   1,               0.995,              0.8433,            0.011567,           0.0021574,                   0,           0.0033274,           0.0033274,           0.0033274
                 339,            0.014816,           0.0034389,                   0,             0.99942,                   1,               0.995,             0.90447,            0.010013,           0.0020905,                   0,           0.0033076,           0.0033076,           0.0033076
                 340,            0.014576,           0.0030215,                   0,             0.99943,                   1,               0.995,              0.8922,           0.0099247,           0.0020896,                   0,           0.0032878,           0.0032878,           0.0032878
                 341,            0.015152,           0.0030031,                   0,             0.99943,                   1,               0.995,             0.89796,            0.010954,           0.0020447,                   0,            0.003268,            0.003268,            0.003268
