               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 342,            0.015449,           0.0034297,                   0,             0.99937,                   1,               0.995,             0.89297,            0.010065,            0.002023,                   0,           0.0032482,           0.0032482,           0.0032482
                 343,            0.014599,            0.003149,                   0,             0.99939,                   1,               0.995,             0.90134,           0.0097867,           0.0020041,                   0,           0.0032284,           0.0032284,           0.0032284
                 344,            0.014632,           0.0032846,                   0,             0.99939,                   1,               0.995,             0.87675,            0.010905,           0.0020178,                   0,           0.0032086,           0.0032086,           0.0032086
                 345,            0.014968,           0.0029994,                   0,             0.99941,                   1,               0.995,             0.90957,           0.0092511,           0.0019702,                   0,           0.0031888,           0.0031888,           0.0031888
                 346,            0.016013,           0.0031153,                   0,              0.9994,                   1,               0.995,              0.8725,            0.010737,           0.0020031,                   0,            0.003169,            0.003169,            0.003169
                 347,            0.014072,           0.0034147,                   0,              0.9994,                   1,               0.995,             0.91376,           0.0088362,           0.0019493,                   0,           0.0031492,           0.0031492,           0.0031492
                 348,             0.01397,           0.0031342,                   0,              0.9994,                   1,               0.995,             0.87961,            0.010545,           0.0019762,                   0,           0.0031294,           0.0031294,           0.0031294
                 349,            0.016576,           0.0041577,                   0,             0.99939,                   1,               0.995,             0.90679,           0.0088526,           0.0019471,                   0,           0.0031096,           0.0031096,           0.0031096
                 350,             0.01525,           0.0034828,                   0,              0.9994,                   1,               0.995,             0.90219,           0.0099212,           0.0019723,                   0,           0.0030898,           0.0030898,           0.0030898
                 351,            0.013718,           0.0030587,                   0,              0.9994,                   1,               0.995,              0.9079,           0.0096401,           0.0019588,                   0,             0.00307,             0.00307,             0.00307
                 352,             0.01361,           0.0033427,                   0,             0.99941,                   1,               0.995,             0.89215,           0.0094191,           0.0019619,                   0,           0.0030502,           0.0030502,           0.0030502
                 353,            0.014479,           0.0031937,                   0,             0.99941,                   1,               0.995,             0.90157,           0.0087798,           0.0019618,                   0,           0.0030304,           0.0030304,           0.0030304
                 354,            0.014204,           0.0033291,                   0,             0.99942,                   1,               0.995,             0.89583,           0.0097563,           0.0019763,                   0,           0.0030106,           0.0030106,           0.0030106
                 355,            0.014319,            0.003531,                   0,             0.99942,                   1,               0.995,             0.88799,            0.010441,           0.0019934,                   0,           0.0029908,           0.0029908,           0.0029908
                 356,            0.014273,           0.0032179,                   0,             0.99943,                   1,               0.995,             0.91878,           0.0091279,           0.0019671,                   0,            0.002971,            0.002971,            0.002971
                 357,            0.014658,           0.0030708,                   0,             0.99942,                   1,               0.995,             0.89341,            0.010392,           0.0020102,                   0,           0.0029512,           0.0029512,           0.0029512
                 358,            0.015906,           0.0035695,                   0,             0.99941,                   1,               0.995,               0.907,           0.0098817,           0.0019825,                   0,           0.0029314,           0.0029314,           0.0029314
                 359,            0.014119,           0.0035588,                   0,             0.99941,                   1,               0.995,             0.92043,           0.0088582,           0.0019441,                   0,           0.0029116,           0.0029116,           0.0029116
                 360,             0.01449,            0.003532,                   0,             0.99941,                   1,               0.995,             0.92609,           0.0086461,           0.0019433,                   0,           0.0028918,           0.0028918,           0.0028918
                 361,             0.01439,           0.0032495,                   0,             0.99941,                   1,               0.995,             0.90931,           0.0097697,            0.001978,                   0,            0.002872,            0.002872,            0.002872
                 362,             0.01389,           0.0034935,                   0,              0.9994,                   1,               0.995,             0.91653,           0.0089094,           0.0019547,                   0,           0.0028522,           0.0028522,           0.0028522
                 363,            0.013045,           0.0032469,                   0,             0.99941,                   1,               0.995,             0.93088,           0.0082906,           0.0019407,                   0,           0.0028324,           0.0028324,           0.0028324
                 364,            0.013535,           0.0036016,                   0,              0.9994,                   1,               0.995,              0.9365,           0.0081688,           0.0019326,                   0,           0.0028126,           0.0028126,           0.0028126
                 365,            0.014219,           0.0029443,                   0,             0.99939,                   1,               0.995,             0.91379,           0.0090553,           0.0019726,                   0,           0.0027928,           0.0027928,           0.0027928
                 366,            0.013375,           0.0031725,                   0,              0.9994,                   1,               0.995,             0.93761,           0.0080651,           0.0019561,                   0,            0.002773,            0.002773,            0.002773
                 367,            0.013578,            0.003125,                   0,             0.99939,                   1,               0.995,             0.93246,           0.0081259,            0.001962,                   0,           0.0027532,           0.0027532,           0.0027532
                 368,            0.011913,           0.0027785,                   0,             0.99938,                   1,               0.995,              0.9083,           0.0087174,           0.0019929,                   0,           0.0027334,           0.0027334,           0.0027334
                 369,            0.013205,           0.0031521,                   0,              0.9994,                   1,               0.995,             0.92113,           0.0083162,           0.0019493,                   0,           0.0027136,           0.0027136,           0.0027136
                 370,            0.013493,           0.0030373,                   0,             0.99939,                   1,               0.995,             0.91765,           0.0085193,            0.001965,                   0,           0.0026938,           0.0026938,           0.0026938
                 371,            0.013447,            0.003271,                   0,             0.99941,                   1,               0.995,             0.92575,           0.0082962,           0.0019202,                   0,            0.002674,            0.002674,            0.002674
                 372,            0.013414,           0.0035348,                   0,             0.99942,                   1,               0.995,             0.90336,           0.0093918,            0.001971,                   0,           0.0026542,           0.0026542,           0.0026542
                 373,            0.014287,            0.003094,                   0,             0.99942,                   1,               0.995,             0.92279,           0.0085911,           0.0019104,                   0,           0.0026344,           0.0026344,           0.0026344
                 374,            0.012822,           0.0033938,                   0,             0.99942,                   1,               0.995,             0.92037,           0.0082865,            0.001907,                   0,           0.0026146,           0.0026146,           0.0026146
                 375,            0.012475,           0.0029276,                   0,             0.99942,                   1,               0.995,             0.92786,           0.0086965,           0.0019335,                   0,           0.0025948,           0.0025948,           0.0025948
                 376,            0.014926,           0.0031251,                   0,             0.99941,                   1,               0.995,             0.91224,           0.0088627,           0.0019109,                   0,            0.002575,            0.002575,            0.002575
                 377,            0.014776,           0.0030993,                   0,             0.99936,                   1,               0.995,             0.90814,           0.0094769,           0.0019431,                   0,           0.0025552,           0.0025552,           0.0025552
                 378,            0.013237,           0.0033286,                   0,             0.99933,                   1,               0.995,              0.9175,           0.0089021,           0.0019319,                   0,           0.0025354,           0.0025354,           0.0025354
                 379,            0.013254,           0.0033538,                   0,             0.99941,                   1,               0.995,             0.92279,           0.0077222,           0.0018832,                   0,           0.0025156,           0.0025156,           0.0025156
                 380,            0.013385,           0.0033296,                   0,             0.99945,                   1,               0.995,             0.93013,           0.0082384,           0.0018688,                   0,           0.0024958,           0.0024958,           0.0024958
                 381,            0.012182,            0.002707,                   0,             0.99945,                   1,               0.995,             0.92764,           0.0079203,           0.0018662,                   0,            0.002476,            0.002476,            0.002476
                 382,             0.01227,           0.0032345,                   0,             0.99944,                   1,               0.995,             0.92363,           0.0085961,           0.0018796,                   0,           0.0024562,           0.0024562,           0.0024562
                 383,            0.012172,           0.0029313,                   0,             0.99944,                   1,               0.995,             0.92037,           0.0085712,           0.0018756,                   0,           0.0024364,           0.0024364,           0.0024364
                 384,            0.013795,           0.0032191,                   0,             0.99944,                   1,               0.995,             0.93579,           0.0081813,           0.0018608,                   0,           0.0024166,           0.0024166,           0.0024166
                 385,            0.013205,            0.002883,                   0,             0.99944,                   1,               0.995,             0.92685,           0.0082338,            0.001891,                   0,           0.0023968,           0.0023968,           0.0023968
                 386,            0.013375,           0.0029627,                   0,             0.99944,                   1,               0.995,             0.94077,             0.00773,           0.0018675,                   0,            0.002377,            0.002377,            0.002377
                 387,            0.012947,           0.0030758,                   0,             0.99944,                   1,               0.995,             0.93704,           0.0080282,           0.0018931,                   0,           0.0023572,           0.0023572,           0.0023572
                 388,            0.013886,           0.0034346,                   0,             0.99944,                   1,               0.995,             0.94042,           0.0074894,           0.0018601,                   0,           0.0023374,           0.0023374,           0.0023374
                 389,            0.014231,           0.0031941,                   0,             0.99944,                   1,               0.995,             0.90889,           0.0083341,           0.0019041,                   0,           0.0023176,           0.0023176,           0.0023176
                 390,            0.013293,           0.0033805,                   0,             0.99944,                   1,               0.995,             0.93668,             0.00777,           0.0018559,                   0,           0.0022978,           0.0022978,           0.0022978
                 391,            0.012951,           0.0031406,                   0,             0.99944,                   1,               0.995,             0.92092,           0.0082018,           0.0018568,                   0,            0.002278,            0.002278,            0.002278
                 392,            0.013781,           0.0031871,                   0,             0.99942,                   1,               0.995,             0.91091,           0.0090214,           0.0018889,                   0,           0.0022582,           0.0022582,           0.0022582
                 393,            0.013683,           0.0029781,                   0,             0.99942,                   1,               0.995,             0.90955,           0.0086552,           0.0018385,                   0,           0.0022384,           0.0022384,           0.0022384
                 394,            0.013105,           0.0029064,                   0,             0.99942,                   1,               0.995,             0.90732,           0.0089813,           0.0018602,                   0,           0.0022186,           0.0022186,           0.0022186
                 395,            0.012727,           0.0029549,                   0,             0.99941,                   1,               0.995,             0.94353,           0.0080883,           0.0018013,                   0,           0.0021988,           0.0021988,           0.0021988
                 396,            0.013553,           0.0031628,                   0,             0.99941,                   1,               0.995,             0.92411,           0.0084907,           0.0018277,                   0,            0.002179,            0.002179,            0.002179
                 397,             0.01274,           0.0029029,                   0,             0.99942,                   1,               0.995,             0.92408,           0.0088198,           0.0018246,                   0,           0.0021592,           0.0021592,           0.0021592
                 398,            0.013485,           0.0030245,                   0,             0.99941,                   1,               0.995,             0.92778,           0.0081647,           0.0018218,                   0,           0.0021394,           0.0021394,           0.0021394
                 399,            0.013148,           0.0031371,                   0,             0.99942,                   1,               0.995,             0.92045,           0.0078039,           0.0018101,                   0,           0.0021196,           0.0021196,           0.0021196
                 400,            0.011926,           0.0030916,                   0,             0.99941,                   1,               0.995,             0.93167,           0.0079464,           0.0018057,                   0,           0.0020998,           0.0020998,           0.0020998
                 401,            0.012185,           0.0035339,                   0,             0.99942,                   1,               0.995,             0.93958,           0.0075656,           0.0018103,                   0,             0.00208,             0.00208,             0.00208
                 402,            0.012086,           0.0026279,                   0,             0.99941,                   1,               0.995,             0.92968,           0.0081227,           0.0018342,                   0,           0.0020602,           0.0020602,           0.0020602
                 403,            0.012203,           0.0029638,                   0,             0.99943,                   1,               0.995,             0.94337,           0.0075937,            0.001815,                   0,           0.0020404,           0.0020404,           0.0020404
                 404,            0.011606,           0.0029312,                   0,             0.99943,                   1,               0.995,             0.93346,            0.007784,           0.0018362,                   0,           0.0020206,           0.0020206,           0.0020206
                 405,            0.012369,           0.0030742,                   0,             0.99944,                   1,               0.995,             0.93784,           0.0075765,            0.001823,                   0,           0.0020008,           0.0020008,           0.0020008
                 406,            0.012323,           0.0031237,                   0,             0.99944,                   1,               0.995,             0.94424,           0.0073754,           0.0018225,                   0,            0.001981,            0.001981,            0.001981
                 407,             0.01249,           0.0030399,                   0,             0.99942,                   1,               0.995,             0.95492,           0.0071202,           0.0018184,                   0,           0.0019612,           0.0019612,           0.0019612
                 408,            0.010989,           0.0030284,                   0,             0.99942,                   1,               0.995,             0.95109,           0.0071686,           0.0018194,                   0,           0.0019414,           0.0019414,           0.0019414
                 409,            0.011193,           0.0031385,                   0,             0.99943,                   1,               0.995,             0.94638,             0.00783,           0.0018328,                   0,           0.0019216,           0.0019216,           0.0019216
                 410,            0.013163,           0.0032215,                   0,             0.99942,                   1,               0.995,             0.94691,            0.007402,           0.0018374,                   0,           0.0019018,           0.0019018,           0.0019018
                 411,             0.01155,           0.0026394,                   0,             0.99943,                   1,               0.995,             0.95128,           0.0073443,           0.0018462,                   0,            0.001882,            0.001882,            0.001882
                 412,            0.011835,           0.0030698,                   0,             0.99942,                   1,               0.995,             0.94998,            0.007419,           0.0018192,                   0,           0.0018622,           0.0018622,           0.0018622
                 413,            0.012193,           0.0032359,                   0,             0.99943,                   1,               0.995,             0.95633,           0.0071466,           0.0018147,                   0,           0.0018424,           0.0018424,           0.0018424
                 414,            0.011131,           0.0029227,                   0,             0.99943,                   1,               0.995,              0.9427,           0.0069973,           0.0018125,                   0,           0.0018226,           0.0018226,           0.0018226
                 415,            0.011732,           0.0028608,                   0,             0.99943,                   1,               0.995,             0.94813,           0.0074759,           0.0018015,                   0,           0.0018028,           0.0018028,           0.0018028
                 416,            0.011711,           0.0029835,                   0,             0.99943,                   1,               0.995,             0.95312,           0.0073193,            0.001801,                   0,            0.001783,            0.001783,            0.001783
                 417,            0.011132,           0.0029029,                   0,             0.99943,                   1,               0.995,             0.95216,           0.0073891,           0.0017794,                   0,           0.0017632,           0.0017632,           0.0017632
                 418,            0.011404,           0.0029243,                   0,             0.99942,                   1,               0.995,              0.9277,           0.0080684,           0.0017908,                   0,           0.0017434,           0.0017434,           0.0017434
                 419,            0.011499,           0.0030757,                   0,             0.99942,                   1,               0.995,             0.92666,           0.0075657,           0.0017808,                   0,           0.0017236,           0.0017236,           0.0017236
                 420,             0.01185,            0.002824,                   0,             0.99941,                   1,               0.995,             0.92751,           0.0077182,           0.0017803,                   0,           0.0017038,           0.0017038,           0.0017038
                 421,            0.012172,           0.0031974,                   0,             0.99942,                   1,               0.995,              0.9231,           0.0077171,           0.0017803,                   0,            0.001684,            0.001684,            0.001684
                 422,            0.011661,           0.0029452,                   0,             0.99941,                   1,               0.995,             0.94353,            0.007432,           0.0017657,                   0,           0.0016642,           0.0016642,           0.0016642
                 423,            0.011665,           0.0034061,                   0,             0.99942,                   1,               0.995,             0.95361,           0.0069662,           0.0017521,                   0,           0.0016444,           0.0016444,           0.0016444
                 424,             0.01069,            0.002775,                   0,             0.99941,                   1,               0.995,             0.95052,           0.0069859,           0.0017448,                   0,           0.0016246,           0.0016246,           0.0016246
                 425,            0.011172,           0.0028623,                   0,             0.99942,                   1,               0.995,             0.93539,           0.0075758,           0.0017563,                   0,           0.0016048,           0.0016048,           0.0016048
                 426,            0.011649,           0.0026062,                   0,             0.99942,                   1,               0.995,             0.94205,           0.0076099,           0.0017521,                   0,            0.001585,            0.001585,            0.001585
                 427,             0.01182,           0.0029708,                   0,             0.99944,                   1,               0.995,             0.94813,            0.007375,            0.001747,                   0,           0.0015652,           0.0015652,           0.0015652
                 428,            0.010663,           0.0027534,                   0,             0.99944,                   1,               0.995,             0.94628,           0.0072195,           0.0017472,                   0,           0.0015454,           0.0015454,           0.0015454
                 429,            0.011674,           0.0028859,                   0,             0.99944,                   1,               0.995,             0.95175,           0.0070175,           0.0017465,                   0,           0.0015256,           0.0015256,           0.0015256
                 430,            0.010544,           0.0029283,                   0,             0.99944,                   1,               0.995,             0.94672,           0.0070049,           0.0017371,                   0,           0.0015058,           0.0015058,           0.0015058
                 431,            0.011594,           0.0030724,                   0,             0.99945,                   1,               0.995,             0.93695,           0.0070686,           0.0017259,                   0,            0.001486,            0.001486,            0.001486
                 432,            0.011015,           0.0032371,                   0,             0.99945,                   1,               0.995,             0.95445,           0.0067163,           0.0017072,                   0,           0.0014662,           0.0014662,           0.0014662
                 433,            0.010323,           0.0029014,                   0,             0.99943,                   1,               0.995,             0.95703,           0.0064397,           0.0017106,                   0,           0.0014464,           0.0014464,           0.0014464
                 434,            0.011098,           0.0030157,                   0,             0.99944,                   1,               0.995,             0.95319,            0.006403,           0.0017148,                   0,           0.0014266,           0.0014266,           0.0014266
                 435,            0.011836,           0.0027829,                   0,             0.99943,                   1,               0.995,             0.94751,           0.0068229,           0.0017503,                   0,           0.0014068,           0.0014068,           0.0014068
                 436,            0.011226,           0.0032185,                   0,             0.99943,                   1,               0.995,             0.95065,           0.0064847,            0.001742,                   0,            0.001387,            0.001387,            0.001387
                 437,            0.011063,           0.0030489,                   0,             0.99942,                   1,               0.995,              0.9577,           0.0066327,           0.0017374,                   0,           0.0013672,           0.0013672,           0.0013672
                 438,             0.01102,           0.0029442,                   0,             0.99942,                   1,               0.995,             0.94339,           0.0070921,           0.0017306,                   0,           0.0013474,           0.0013474,           0.0013474
                 439,            0.011389,           0.0030654,                   0,             0.99942,                   1,               0.995,             0.95165,           0.0066371,           0.0017188,                   0,           0.0013276,           0.0013276,           0.0013276
                 440,            0.010907,           0.0029657,                   0,             0.99943,                   1,               0.995,              0.9627,           0.0065985,           0.0017072,                   0,           0.0013078,           0.0013078,           0.0013078
                 441,            0.011075,           0.0027637,                   0,             0.99943,                   1,               0.995,             0.96364,           0.0064681,            0.001703,                   0,            0.001288,            0.001288,            0.001288
                 442,            0.010494,           0.0029216,                   0,             0.99943,                   1,               0.995,             0.96887,           0.0063052,           0.0016972,                   0,           0.0012682,           0.0012682,           0.0012682
                 443,            0.010574,           0.0029865,                   0,             0.99944,                   1,               0.995,             0.96298,           0.0062851,           0.0016997,                   0,           0.0012484,           0.0012484,           0.0012484
                 444,             0.01149,           0.0033872,                   0,             0.99945,                   1,               0.995,             0.95891,           0.0063892,           0.0017103,                   0,           0.0012286,           0.0012286,           0.0012286
                 445,            0.010214,            0.002907,                   0,             0.99944,                   1,               0.995,             0.97047,           0.0061152,            0.001699,                   0,           0.0012088,           0.0012088,           0.0012088
                 446,            0.010238,           0.0026702,                   0,             0.99943,                   1,               0.995,             0.95197,            0.006659,           0.0017086,                   0,            0.001189,            0.001189,            0.001189
                 447,             0.01183,           0.0030482,                   0,             0.99943,                   1,               0.995,             0.95167,           0.0065747,           0.0017032,                   0,           0.0011692,           0.0011692,           0.0011692
                 448,            0.010307,           0.0027992,                   0,             0.99943,                   1,               0.995,             0.95138,           0.0065901,           0.0017052,                   0,           0.0011494,           0.0011494,           0.0011494
                 449,            0.010242,           0.0027601,                   0,             0.99943,                   1,               0.995,             0.95776,            0.006539,           0.0017091,                   0,           0.0011296,           0.0011296,           0.0011296
                 450,            0.010987,           0.0028794,                   0,             0.99942,                   1,               0.995,             0.96184,           0.0064729,           0.0017027,                   0,           0.0011098,           0.0011098,           0.0011098
                 451,            0.011109,           0.0032642,                   0,             0.99943,                   1,               0.995,             0.95028,           0.0067517,            0.001719,                   0,             0.00109,             0.00109,             0.00109
                 452,            0.010903,           0.0029896,                   0,             0.99942,                   1,               0.995,             0.96082,            0.006398,            0.001702,                   0,           0.0010702,           0.0010702,           0.0010702
                 453,            0.010897,           0.0033277,                   0,             0.99942,                   1,               0.995,             0.95739,           0.0063729,           0.0016966,                   0,           0.0010504,           0.0010504,           0.0010504
                 454,           0.0099362,           0.0028344,                   0,             0.99943,                   1,               0.995,              0.9568,           0.0064075,           0.0016893,                   0,           0.0010306,           0.0010306,           0.0010306
                 455,            0.010716,           0.0031947,                   0,             0.99943,                   1,               0.995,             0.96216,            0.006397,           0.0016856,                   0,           0.0010108,           0.0010108,           0.0010108
                 456,            0.010621,           0.0026221,                   0,             0.99943,                   1,               0.995,              0.9583,           0.0063486,           0.0016815,                   0,            0.000991,            0.000991,            0.000991
                 457,            0.010918,           0.0030796,                   0,             0.99944,                   1,               0.995,             0.97026,           0.0062706,           0.0016689,                   0,           0.0009712,           0.0009712,           0.0009712
                 458,            0.010703,           0.0027183,                   0,             0.99943,                   1,               0.995,             0.97112,           0.0063193,           0.0016678,                   0,           0.0009514,           0.0009514,           0.0009514
                 459,            0.011498,           0.0032336,                   0,             0.99943,                   1,               0.995,             0.96357,           0.0062967,           0.0016726,                   0,           0.0009316,           0.0009316,           0.0009316
                 460,            0.011288,           0.0031231,                   0,             0.99943,                   1,               0.995,             0.96705,           0.0062613,           0.0016708,                   0,           0.0009118,           0.0009118,           0.0009118
                 461,            0.011508,           0.0029388,                   0,             0.99943,                   1,               0.995,             0.95453,           0.0063736,           0.0016767,                   0,            0.000892,            0.000892,            0.000892
                 462,           0.0096159,           0.0026987,                   0,             0.99943,                   1,               0.995,             0.96318,           0.0063017,           0.0016565,                   0,           0.0008722,           0.0008722,           0.0008722
                 463,            0.010346,           0.0031738,                   0,             0.99944,                   1,               0.995,             0.96965,           0.0061127,           0.0016472,                   0,           0.0008524,           0.0008524,           0.0008524
                 464,             0.01008,           0.0031312,                   0,             0.99943,                   1,               0.995,              0.9688,           0.0061083,           0.0016485,                   0,           0.0008326,           0.0008326,           0.0008326
                 465,            0.011369,           0.0031352,                   0,             0.99943,                   1,               0.995,             0.96049,             0.00641,           0.0016585,                   0,           0.0008128,           0.0008128,           0.0008128
                 466,            0.010445,            0.002895,                   0,             0.99943,                   1,               0.995,             0.96423,            0.006206,           0.0016634,                   0,            0.000793,            0.000793,            0.000793
                 467,            0.010244,           0.0029008,                   0,             0.99943,                   1,               0.995,             0.96218,           0.0061789,           0.0016626,                   0,           0.0007732,           0.0007732,           0.0007732
                 468,           0.0093708,            0.002747,                   0,             0.99943,                   1,               0.995,             0.96261,           0.0063567,           0.0016653,                   0,           0.0007534,           0.0007534,           0.0007534
                 469,            0.010263,           0.0024851,                   0,             0.99944,                   1,               0.995,             0.95983,           0.0062156,           0.0016548,                   0,           0.0007336,           0.0007336,           0.0007336
                 470,            0.011212,           0.0026778,                   0,             0.99944,                   1,               0.995,             0.96217,           0.0060963,           0.0016431,                   0,           0.0007138,           0.0007138,           0.0007138
                 471,            0.010726,           0.0027471,                   0,             0.99944,                   1,               0.995,             0.96605,           0.0060699,           0.0016457,                   0,            0.000694,            0.000694,            0.000694
                 472,             0.01018,           0.0028664,                   0,             0.99944,                   1,               0.995,             0.96426,           0.0060544,           0.0016452,                   0,           0.0006742,           0.0006742,           0.0006742
                 473,            0.011164,           0.0036007,                   0,             0.99944,                   1,               0.995,             0.95996,           0.0061377,           0.0016446,                   0,           0.0006544,           0.0006544,           0.0006544
                 474,            0.011137,           0.0029183,                   0,             0.99944,                   1,               0.995,             0.96493,           0.0062733,           0.0016465,                   0,           0.0006346,           0.0006346,           0.0006346
                 475,           0.0098813,           0.0027786,                   0,             0.99943,                   1,               0.995,             0.96249,           0.0064969,           0.0016479,                   0,           0.0006148,           0.0006148,           0.0006148
                 476,            0.010015,           0.0027802,                   0,             0.99943,                   1,               0.995,             0.96265,            0.006362,           0.0016415,                   0,            0.000595,            0.000595,            0.000595
                 477,            0.010117,           0.0028629,                   0,             0.99944,                   1,               0.995,             0.97204,           0.0061164,           0.0016297,                   0,           0.0005752,           0.0005752,           0.0005752
                 478,           0.0097755,           0.0029732,                   0,             0.99943,                   1,               0.995,             0.96653,           0.0059897,           0.0016226,                   0,           0.0005554,           0.0005554,           0.0005554
                 479,            0.010313,           0.0028573,                   0,             0.99943,                   1,               0.995,             0.95592,           0.0060727,           0.0016245,                   0,           0.0005356,           0.0005356,           0.0005356
                 480,           0.0097683,           0.0027085,                   0,             0.99943,                   1,               0.995,             0.96384,           0.0060827,           0.0016299,                   0,           0.0005158,           0.0005158,           0.0005158
                 481,            0.010377,           0.0029216,                   0,             0.99942,                   1,               0.995,             0.96746,           0.0061317,           0.0016364,                   0,            0.000496,            0.000496,            0.000496
                 482,            0.010628,           0.0026394,                   0,             0.99942,                   1,               0.995,             0.96443,           0.0058948,           0.0016231,                   0,           0.0004762,           0.0004762,           0.0004762
                 483,            0.010216,           0.0030568,                   0,             0.99942,                   1,               0.995,             0.96487,           0.0059382,           0.0016173,                   0,           0.0004564,           0.0004564,           0.0004564
                 484,           0.0088484,           0.0027586,                   0,             0.99942,                   1,               0.995,             0.96668,           0.0059991,           0.0016167,                   0,           0.0004366,           0.0004366,           0.0004366
                 485,            0.010231,           0.0028126,                   0,             0.99942,                   1,               0.995,             0.96645,           0.0062549,           0.0016189,                   0,           0.0004168,           0.0004168,           0.0004168
                 486,            0.010322,           0.0030482,                   0,             0.99942,                   1,               0.995,             0.95268,           0.0064547,           0.0016268,                   0,            0.000397,            0.000397,            0.000397
                 487,            0.010449,           0.0030638,                   0,             0.99942,                   1,               0.995,             0.95711,           0.0061156,           0.0016181,                   0,           0.0003772,           0.0003772,           0.0003772
                 488,           0.0094863,           0.0026425,                   0,             0.99942,                   1,               0.995,             0.96714,           0.0058814,           0.0016126,                   0,           0.0003574,           0.0003574,           0.0003574
                 489,           0.0097667,           0.0025724,                   0,             0.99942,                   1,               0.995,             0.97292,           0.0058587,           0.0016182,                   0,           0.0003376,           0.0003376,           0.0003376
                 490,            0.010847,           0.0029333,                   0,             0.99941,                   1,               0.995,             0.97417,             0.00575,           0.0016147,                   0,           0.0003178,           0.0003178,           0.0003178
                 491,            0.009741,           0.0028771,                   0,             0.99942,                   1,               0.995,             0.97038,            0.005762,           0.0016128,                   0,            0.000298,            0.000298,            0.000298
                 492,            0.010208,           0.0032122,                   0,             0.99942,                   1,               0.995,             0.96723,           0.0057592,           0.0016116,                   0,           0.0002782,           0.0002782,           0.0002782
                 493,           0.0098841,           0.0026981,                   0,             0.99943,                   1,               0.995,             0.96814,           0.0058178,           0.0016125,                   0,           0.0002584,           0.0002584,           0.0002584
                 494,           0.0091636,           0.0028187,                   0,             0.99943,                   1,               0.995,             0.97274,           0.0057546,           0.0016119,                   0,           0.0002386,           0.0002386,           0.0002386
                 495,           0.0098291,           0.0029729,                   0,             0.99942,                   1,               0.995,             0.97284,           0.0057384,           0.0016105,                   0,           0.0002188,           0.0002188,           0.0002188
                 496,           0.0091552,           0.0027487,                   0,             0.99943,                   1,               0.995,             0.97609,           0.0057495,             0.00161,                   0,            0.000199,            0.000199,            0.000199
                 497,           0.0093273,           0.0027694,                   0,             0.99942,                   1,               0.995,             0.97386,           0.0057426,           0.0016083,                   0,           0.0001792,           0.0001792,           0.0001792
                 498,           0.0097967,            0.002998,                   0,             0.99942,                   1,               0.995,             0.97583,           0.0057677,           0.0016092,                   0,           0.0001594,           0.0001594,           0.0001594
                 499,            0.010307,           0.0027614,                   0,             0.99943,                   1,               0.995,              0.9705,           0.0057205,           0.0016086,                   0,           0.0001396,           0.0001396,           0.0001396
